Policy_ID,Customer_ID,Policy_Number,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Coverage_Amount,Deductible,Policy_Status,Payment_Mode,Premium_Status,Agent_ID
P0773,C0301,PN000773,Vehicle,2024-01-01,2025-01-01,11193,870394,6470,Active,Annual,Paid,A038
P0774,C0685,PN000774,Vehicle,2024-01-01,2025-01-01,10384,762829,5637,Active,Annual,Paid,A096
P0775,C0633,PN000775,Life,2024-01-01,2025-01-01,37416,446645,6500,Active,Annual,Paid,A037
P0776,C0430,PN000776,Health,2024-01-01,2025-01-01,7411,825306,5917,Active,Annual,Paid,A058
P0777,C0044,PN000777,Property,2024-01-01,2025-01-01,13981,653060,5815,Active,Annual,Paid,A050
P0778,C0727,PN000778,Property,2024-01-01,2025-01-01,36683,808128,7607,Active,Annual,Paid,A015
P0779,C0128,PN000779,Health,2024-01-01,2025-01-01,49876,169722,7840,Active,Annual,Paid,A063
P0780,C0462,PN000780,Vehicle,2024-01-01,2025-01-01,41221,741533,5414,Active,Annual,Paid,A040
P0781,C0768,PN000781,Life,2024-01-01,2025-01-01,13763,406079,8529,Active,Annual,Paid,A004
P0782,C0147,PN000782,Life,2024-01-01,2025-01-01,46209,565276,3672,Active,Annual,Paid,A083
P0783,C0438,PN000783,Life,2024-01-01,2025-01-01,18410,273890,4900,Active,Annual,Paid,A039
P0784,C0122,PN000784,Health,2024-01-01,2025-01-01,37075,705516,3464,Active,Annual,Paid,A051
P0785,C0666,PN000785,Life,2024-01-01,2025-01-01,21106,485204,3412,Active,Annual,Paid,A050
P0786,C0165,PN000786,Property,2024-01-01,2025-01-01,34629,490883,3077,Active,Annual,Paid,A071
P0787,C0556,PN000787,Life,2024-01-01,2025-01-01,22736,536904,8352,Active,Annual,Paid,A062
P0788,C0440,PN000788,Vehicle,2024-01-01,2025-01-01,44701,488966,1420,Active,Annual,Paid,A044
P0789,C0515,PN000789,Life,2024-01-01,2025-01-01,12290,439106,4892,Active,Annual,Paid,A077
P0790,C0387,PN000790,Health,2024-01-01,2025-01-01,19779,931406,5868,Active,Annual,Paid,A093
P0791,C0715,PN000791,Vehicle,2024-01-01,2025-01-01,27415,296040,7309,Active,Annual,Paid,A094
P0792,C0677,PN000792,Vehicle,2024-01-01,2025-01-01,12792,830833,8359,Active,Annual,Paid,A062
P0793,C0198,PN000793,Property,2024-01-01,2025-01-01,12706,171703,2425,Active,Annual,Paid,A097
P0794,C0620,PN000794,Property,2024-01-01,2025-01-01,42380,860182,6150,Active,Annual,Paid,A047
P0795,C0563,PN000795,Property,2024-01-01,2025-01-01,29386,291032,4546,Active,Annual,Paid,A058
P0796,C0386,PN000796,Health,2024-01-01,2025-01-01,40253,622084,6524,Active,Annual,Paid,A064
P0797,C0555,PN000797,Health,2024-01-01,2025-01-01,26114,820268,7787,Active,Annual,Paid,A097
P0798,C0092,PN000798,Life,2024-01-01,2025-01-01,46498,490827,3050,Active,Annual,Paid,A091
P0799,C0118,PN000799,Vehicle,2024-01-01,2025-01-01,31547,241259,5976,Active,Annual,Paid,A036
P0800,C0326,PN000800,Vehicle,2024-01-01,2025-01-01,43869,171677,4434,Active,Annual,Paid,A068
P0801,C0377,PN000801,Health,2024-01-01,2025-01-01,8134,740165,1949,Active,Annual,Paid,A061
P0802,C0684,PN000802,Vehicle,2024-01-01,2025-01-01,21441,624907,9166,Active,Annual,Paid,A049
P0803,C0536,PN000803,Vehicle,2024-01-01,2025-01-01,29756,787227,9853,Active,Annual,Paid,A093
P0804,C0142,PN000804,Property,2024-01-01,2025-01-01,13314,155921,2265,Active,Annual,Paid,A016
P0805,C0765,PN000805,Vehicle,2024-01-01,2025-01-01,19132,669360,3791,Active,Annual,Paid,A060
P0806,C0093,PN000806,Life,2024-01-01,2025-01-01,21538,964595,8211,Active,Annual,Paid,A024
P0807,C0476,PN000807,Property,2024-01-01,2025-01-01,45763,156244,9189,Active,Annual,Paid,A076
P0808,C0299,PN000808,Vehicle,2024-01-01,2025-01-01,46251,602934,5175,Active,Annual,Paid,A042
P0809,C0238,PN000809,Life,2024-01-01,2025-01-01,7774,783261,7452,Active,Annual,Paid,A058
P0810,C0316,PN000810,Property,2024-01-01,2025-01-01,42600,455870,9040,Active,Annual,Paid,A037
P0811,C0233,PN000811,Vehicle,2024-01-01,2025-01-01,21999,877695,6738,Active,Annual,Paid,A058
P0812,C0755,PN000812,Vehicle,2024-01-01,2025-01-01,20242,836796,4053,Active,Annual,Paid,A030
P0813,C0499,PN000813,Life,2024-01-01,2025-01-01,40626,238090,6915,Active,Annual,Paid,A017
P0814,C0530,PN000814,Vehicle,2024-01-01,2025-01-01,24419,973149,9381,Active,Annual,Paid,A075
P0815,C0649,PN000815,Property,2024-01-01,2025-01-01,6590,545757,6571,Active,Annual,Paid,A087
P0816,C0333,PN000816,Property,2024-01-01,2025-01-01,23667,822177,5606,Active,Annual,Paid,A097
P0817,C0294,PN000817,Life,2024-01-01,2025-01-01,49748,166753,1947,Active,Annual,Paid,A079
P0818,C0629,PN000818,Health,2024-01-01,2025-01-01,36629,178607,6537,Active,Annual,Paid,A088
P0819,C0724,PN000819,Vehicle,2024-01-01,2025-01-01,28396,253905,8397,Active,Annual,Paid,A064
P0820,C0785,PN000820,Vehicle,2024-01-01,2025-01-01,9141,785809,5314,Active,Annual,Paid,A068
P0821,C0137,PN000821,Health,2024-01-01,2025-01-01,13800,228759,3847,Active,Annual,Paid,A078
P0822,C0259,PN000822,Vehicle,2024-01-01,2025-01-01,43106,923765,1810,Active,Annual,Paid,A001
P0823,C0562,PN000823,Health,2024-01-01,2025-01-01,16101,933088,4453,Active,Annual,Paid,A070
P0824,C0755,PN000824,Vehicle,2024-01-01,2025-01-01,46928,380003,7182,Active,Annual,Paid,A072
P0825,C0150,PN000825,Vehicle,2024-01-01,2025-01-01,49100,555960,8496,Active,Annual,Paid,A043
P0826,C0744,PN000826,Health,2024-01-01,2025-01-01,36838,421427,4432,Active,Annual,Paid,A076
P0827,C0101,PN000827,Life,2024-01-01,2025-01-01,42036,656881,3026,Active,Annual,Paid,A022
P0828,C0789,PN000828,Health,2024-01-01,2025-01-01,31562,428970,6946,Active,Annual,Paid,A077
P0829,C0070,PN000829,Vehicle,2024-01-01,2025-01-01,16370,956888,2166,Active,Annual,Paid,A098
P0830,C0384,PN000830,Vehicle,2024-01-01,2025-01-01,22360,172547,9922,Active,Annual,Paid,A004
P0831,C0332,PN000831,Vehicle,2024-01-01,2025-01-01,16339,821326,8701,Active,Annual,Paid,A053
P0832,C0733,PN000832,Property,2024-01-01,2025-01-01,20810,295223,7486,Active,Annual,Paid,A016
P0833,C0385,PN000833,Health,2024-01-01,2025-01-01,13811,458032,9959,Active,Annual,Paid,A027
P0834,C0530,PN000834,Vehicle,2024-01-01,2025-01-01,46185,199078,5925,Active,Annual,Paid,A001
P0835,C0134,PN000835,Vehicle,2024-01-01,2025-01-01,47931,877024,9240,Active,Annual,Paid,A076
P0836,C0555,PN000836,Property,2024-01-01,2025-01-01,7615,718682,9685,Active,Annual,Paid,A049
P0837,C0788,PN000837,Property,2024-01-01,2025-01-01,31081,498199,9304,Active,Annual,Paid,A076
P0838,C0474,PN000838,Vehicle,2024-01-01,2025-01-01,22343,440369,5408,Active,Annual,Paid,A020
P0839,C0675,PN000839,Health,2024-01-01,2025-01-01,25712,861371,7623,Active,Annual,Paid,A090
P0840,C0528,PN000840,Health,2024-01-01,2025-01-01,38312,695831,9085,Active,Annual,Paid,A083
P0841,C0758,PN000841,Health,2024-01-01,2025-01-01,20396,873257,4375,Active,Annual,Paid,A096
P0842,C0148,PN000842,Vehicle,2024-01-01,2025-01-01,5198,551957,5477,Active,Annual,Paid,A004
P0843,C0285,PN000843,Health,2024-01-01,2025-01-01,11660,810171,1865,Active,Annual,Paid,A099
P0844,C0630,PN000844,Property,2024-01-01,2025-01-01,17044,666649,5157,Active,Annual,Paid,A074
P0845,C0702,PN000845,Property,2024-01-01,2025-01-01,37504,280947,5782,Active,Annual,Paid,A004
P0846,C0274,PN000846,Vehicle,2024-01-01,2025-01-01,37610,473465,4997,Active,Annual,Paid,A089
P0847,C0264,PN000847,Vehicle,2024-01-01,2025-01-01,27463,326261,8494,Active,Annual,Paid,A092
P0848,C0049,PN000848,Life,2024-01-01,2025-01-01,37566,811296,4230,Active,Annual,Paid,A035
P0849,C0216,PN000849,Vehicle,2024-01-01,2025-01-01,26239,981763,8882,Active,Annual,Paid,A055
P0850,C0023,PN000850,Property,2024-01-01,2025-01-01,21948,311278,6589,Active,Annual,Paid,A058
P0851,C0182,PN000851,Life,2024-01-01,2025-01-01,16942,841572,7921,Active,Annual,Paid,A057
P0852,C0222,PN000852,Health,2024-01-01,2025-01-01,10260,775729,4229,Active,Annual,Paid,A025
P0853,C0172,PN000853,Property,2024-01-01,2025-01-01,19666,817972,4375,Active,Annual,Paid,A047
P0854,C0001,PN000854,Life,2024-01-01,2025-01-01,38444,698566,1618,Active,Annual,Paid,A057
P0855,C0299,PN000855,Vehicle,2024-01-01,2025-01-01,12599,337012,9392,Active,Annual,Paid,A065
P0856,C0090,PN000856,Vehicle,2024-01-01,2025-01-01,32277,559220,2625,Active,Annual,Paid,A081
P0857,C0584,PN000857,Health,2024-01-01,2025-01-01,39222,765082,6049,Active,Annual,Paid,A043
P0858,C0063,PN000858,Life,2024-01-01,2025-01-01,38137,860352,5115,Active,Annual,Paid,A054
P0859,C0579,PN000859,Property,2024-01-01,2025-01-01,49074,289214,7080,Active,Annual,Paid,A020
P0860,C0332,PN000860,Vehicle,2024-01-01,2025-01-01,40095,852736,8864,Active,Annual,Paid,A018
P0861,C0659,PN000861,Property,2024-01-01,2025-01-01,31441,869406,3925,Active,Annual,Paid,A061
P0862,C0281,PN000862,Property,2024-01-01,2025-01-01,27149,749091,3324,Active,Annual,Paid,A059
P0863,C0380,PN000863,Vehicle,2024-01-01,2025-01-01,6468,214552,9372,Active,Annual,Paid,A010
P0864,C0240,PN000864,Life,2024-01-01,2025-01-01,18194,965257,1230,Active,Annual,Paid,A035
P0865,C0587,PN000865,Property,2024-01-01,2025-01-01,8438,559133,2116,Active,Annual,Paid,A002
P0866,C0461,PN000866,Life,2024-01-01,2025-01-01,40249,723435,2777,Active,Annual,Paid,A019
P0867,C0798,PN000867,Vehicle,2024-01-01,2025-01-01,16172,178710,9592,Active,Annual,Paid,A086
P0868,C0664,PN000868,Health,2024-01-01,2025-01-01,14968,647088,1101,Active,Annual,Paid,A015
P0869,C0786,PN000869,Health,2024-01-01,2025-01-01,27667,740971,3310,Active,Annual,Paid,A064
P0870,C0695,PN000870,Health,2024-01-01,2025-01-01,26488,620754,4052,Active,Annual,Paid,A003
P0871,C0616,PN000871,Property,2024-01-01,2025-01-01,48426,227160,5241,Active,Annual,Paid,A021
P0872,C0793,PN000872,Life,2024-01-01,2025-01-01,47662,960253,6761,Active,Annual,Paid,A021
P0873,C0233,PN000873,Health,2024-01-01,2025-01-01,5029,601748,3696,Active,Annual,Paid,A065
P0874,C0268,PN000874,Health,2024-01-01,2025-01-01,43429,666329,5512,Active,Annual,Paid,A008
P0875,C0323,PN000875,Life,2024-01-01,2025-01-01,28669,389781,3654,Active,Annual,Paid,A037
P0876,C0298,PN000876,Property,2024-01-01,2025-01-01,30974,838241,4214,Active,Annual,Paid,A077
P0877,C0648,PN000877,Health,2024-01-01,2025-01-01,45964,561390,1369,Active,Annual,Paid,A045
P0878,C0478,PN000878,Life,2024-01-01,2025-01-01,9994,675742,7613,Active,Annual,Paid,A085
P0879,C0281,PN000879,Life,2024-01-01,2025-01-01,18510,587278,8339,Active,Annual,Paid,A082
P0880,C0238,PN000880,Property,2024-01-01,2025-01-01,5453,547869,5843,Active,Annual,Paid,A086
P0881,C0799,PN000881,Life,2024-01-01,2025-01-01,8962,138561,4471,Active,Annual,Paid,A084
P0882,C0439,PN000882,Vehicle,2024-01-01,2025-01-01,49609,566370,6742,Active,Annual,Paid,A035
P0883,C0337,PN000883,Life,2024-01-01,2025-01-01,39094,804594,1018,Active,Annual,Paid,A053
P0884,C0275,PN000884,Life,2024-01-01,2025-01-01,5445,789998,2164,Active,Annual,Paid,A024
P0885,C0148,PN000885,Vehicle,2024-01-01,2025-01-01,35936,712325,2703,Active,Annual,Paid,A084
P0886,C0310,PN000886,Property,2024-01-01,2025-01-01,45780,440416,2954,Active,Annual,Paid,A036
P0887,C0094,PN000887,Health,2024-01-01,2025-01-01,15010,479760,2168,Active,Annual,Paid,A076
P0888,C0104,PN000888,Life,2024-01-01,2025-01-01,47149,741960,1586,Active,Annual,Paid,A032
P0889,C0219,PN000889,Life,2024-01-01,2025-01-01,14156,165582,3053,Active,Annual,Paid,A029
P0890,C0519,PN000890,Vehicle,2024-01-01,2025-01-01,14154,306991,8809,Active,Annual,Paid,A015
P0891,C0266,PN000891,Life,2024-01-01,2025-01-01,46646,967783,9658,Active,Annual,Paid,A051
P0892,C0099,PN000892,Health,2024-01-01,2025-01-01,18477,853403,4163,Active,Annual,Paid,A044
P0893,C0271,PN000893,Vehicle,2024-01-01,2025-01-01,10954,944409,8813,Active,Annual,Paid,A067
P0894,C0125,PN000894,Vehicle,2024-01-01,2025-01-01,49125,523819,5780,Active,Annual,Paid,A003
P0895,C0273,PN000895,Health,2024-01-01,2025-01-01,12172,345259,5829,Active,Annual,Paid,A085
P0896,C0028,PN000896,Life,2024-01-01,2025-01-01,6721,602608,3588,Active,Annual,Paid,A092
P0897,C0197,PN000897,Vehicle,2024-01-01,2025-01-01,32641,249831,8480,Active,Annual,Paid,A086
P0898,C0456,PN000898,Life,2024-01-01,2025-01-01,12555,951964,1722,Active,Annual,Paid,A017
P0899,C0653,PN000899,Vehicle,2024-01-01,2025-01-01,42181,480893,7293,Active,Annual,Paid,A007
P0900,C0084,PN000900,Life,2024-01-01,2025-01-01,47200,481666,2407,Active,Annual,Paid,A043
P0901,C0050,PN000901,Vehicle,2024-01-01,2025-01-01,40092,610298,5385,Active,Annual,Paid,A035
P0902,C0268,PN000902,Health,2024-01-01,2025-01-01,14954,459689,3189,Active,Annual,Paid,A069
P0903,C0236,PN000903,Property,2024-01-01,2025-01-01,43516,741691,9822,Active,Annual,Paid,A057
P0904,C0096,PN000904,Life,2024-01-01,2025-01-01,35957,688601,7144,Active,Annual,Paid,A032
P0905,C0701,PN000905,Vehicle,2024-01-01,2025-01-01,6406,360371,7685,Active,Annual,Paid,A090
P0906,C0426,PN000906,Health,2024-01-01,2025-01-01,11716,123659,1037,Active,Annual,Paid,A044
P0907,C0262,PN000907,Health,2024-01-01,2025-01-01,28616,304996,7710,Active,Annual,Paid,A050
P0908,C0070,PN000908,Property,2024-01-01,2025-01-01,45379,976697,3231,Active,Annual,Paid,A065
P0909,C0735,PN000909,Health,2024-01-01,2025-01-01,11162,756056,9911,Active,Annual,Paid,A025
P0910,C0618,PN000910,Life,2024-01-01,2025-01-01,28818,198645,8868,Active,Annual,Paid,A069
P0911,C0299,PN000911,Life,2024-01-01,2025-01-01,6156,566433,1363,Active,Annual,Paid,A096
P0912,C0190,PN000912,Health,2024-01-01,2025-01-01,41999,842720,2009,Active,Annual,Paid,A001
P0913,C0557,PN000913,Life,2024-01-01,2025-01-01,21275,276864,1829,Active,Annual,Paid,A076
P0914,C0432,PN000914,Health,2024-01-01,2025-01-01,38442,425598,6316,Active,Annual,Paid,A070
P0915,C0613,PN000915,Vehicle,2024-01-01,2025-01-01,6328,849326,7386,Active,Annual,Paid,A071
P0916,C0562,PN000916,Health,2024-01-01,2025-01-01,48805,940357,9463,Active,Annual,Paid,A051
P0917,C0050,PN000917,Property,2024-01-01,2025-01-01,29165,715655,1342,Active,Annual,Paid,A088
P0918,C0202,PN000918,Property,2024-01-01,2025-01-01,5577,899840,3094,Active,Annual,Paid,A047
P0919,C0675,PN000919,Property,2024-01-01,2025-01-01,30567,201407,6265,Active,Annual,Paid,A049
P0920,C0021,PN000920,Vehicle,2024-01-01,2025-01-01,11614,420643,1512,Active,Annual,Paid,A080
P0921,C0449,PN000921,Health,2024-01-01,2025-01-01,41484,968409,9975,Active,Annual,Paid,A020
P0922,C0682,PN000922,Health,2024-01-01,2025-01-01,15455,497355,9779,Active,Annual,Paid,A060
P0923,C0481,PN000923,Life,2024-01-01,2025-01-01,20605,459104,3791,Active,Annual,Paid,A090
P0924,C0404,PN000924,Vehicle,2024-01-01,2025-01-01,20439,970006,6573,Active,Annual,Paid,A039
P0925,C0069,PN000925,Property,2024-01-01,2025-01-01,24314,219107,7243,Active,Annual,Paid,A097
P0926,C0448,PN000926,Vehicle,2024-01-01,2025-01-01,19661,590837,4641,Active,Annual,Paid,A030
P0927,C0342,PN000927,Property,2024-01-01,2025-01-01,44432,581400,8968,Active,Annual,Paid,A095
P0928,C0202,PN000928,Health,2024-01-01,2025-01-01,13400,686571,9760,Active,Annual,Paid,A098
P0929,C0380,PN000929,Vehicle,2024-01-01,2025-01-01,18451,704165,1869,Active,Annual,Paid,A002
P0930,C0105,PN000930,Vehicle,2024-01-01,2025-01-01,7130,972942,8177,Active,Annual,Paid,A087
P0931,C0787,PN000931,Life,2024-01-01,2025-01-01,18212,130022,4406,Active,Annual,Paid,A043
P0932,C0589,PN000932,Life,2024-01-01,2025-01-01,47338,621366,6636,Active,Annual,Paid,A048
P0933,C0108,PN000933,Health,2024-01-01,2025-01-01,11300,527703,7870,Active,Annual,Paid,A068
P0934,C0748,PN000934,Vehicle,2024-01-01,2025-01-01,29843,195353,9869,Active,Annual,Paid,A004
P0935,C0573,PN000935,Property,2024-01-01,2025-01-01,12618,761142,4373,Active,Annual,Paid,A060
P0936,C0728,PN000936,Life,2024-01-01,2025-01-01,11159,800672,3852,Active,Annual,Paid,A009
P0937,C0049,PN000937,Vehicle,2024-01-01,2025-01-01,42187,209700,4145,Active,Annual,Paid,A018
P0938,C0293,PN000938,Vehicle,2024-01-01,2025-01-01,23794,690271,8037,Active,Annual,Paid,A091
P0939,C0699,PN000939,Life,2024-01-01,2025-01-01,16299,518788,6133,Active,Annual,Paid,A077
P0940,C0003,PN000940,Property,2024-01-01,2025-01-01,12747,954173,1514,Active,Annual,Paid,A048
P0941,C0750,PN000941,Vehicle,2024-01-01,2025-01-01,16430,983641,5604,Active,Annual,Paid,A032
P0942,C0305,PN000942,Vehicle,2024-01-01,2025-01-01,38641,487516,3412,Active,Annual,Paid,A068
P0943,C0466,PN000943,Life,2024-01-01,2025-01-01,35910,755922,4745,Active,Annual,Paid,A059
P0944,C0648,PN000944,Life,2024-01-01,2025-01-01,16667,428540,9065,Active,Annual,Paid,A092
P0945,C0022,PN000945,Property,2024-01-01,2025-01-01,31428,862201,3488,Active,Annual,Paid,A089
P0946,C0446,PN000946,Life,2024-01-01,2025-01-01,15891,100928,9413,Active,Annual,Paid,A070
P0947,C0744,PN000947,Property,2024-01-01,2025-01-01,10266,779407,4372,Active,Annual,Paid,A076
P0948,C0006,PN000948,Health,2024-01-01,2025-01-01,13201,214046,5048,Active,Annual,Paid,A008
P0949,C0192,PN000949,Property,2024-01-01,2025-01-01,45126,366887,1865,Active,Annual,Paid,A069
P0950,C0692,PN000950,Life,2024-01-01,2025-01-01,8804,292766,7036,Active,Annual,Paid,A093
P0951,C0328,PN000951,Vehicle,2024-01-01,2025-01-01,42895,602770,6528,Active,Annual,Paid,A065
P0952,C0158,PN000952,Health,2024-01-01,2025-01-01,38481,178361,7002,Active,Annual,Paid,A083
P0953,C0601,PN000953,Property,2024-01-01,2025-01-01,24312,573378,4555,Active,Annual,Paid,A038
P0954,C0800,PN000954,Vehicle,2024-01-01,2025-01-01,18547,606754,5507,Active,Annual,Paid,A009
P0955,C0291,PN000955,Health,2024-01-01,2025-01-01,38729,221093,4019,Active,Annual,Paid,A075
P0956,C0375,PN000956,Vehicle,2024-01-01,2025-01-01,19287,115688,5319,Active,Annual,Paid,A039
P0957,C0587,PN000957,Property,2024-01-01,2025-01-01,27590,569233,7307,Active,Annual,Paid,A051
P0958,C0129,PN000958,Property,2024-01-01,2025-01-01,18161,571947,1945,Active,Annual,Paid,A090
P0959,C0742,PN000959,Life,2024-01-01,2025-01-01,21990,141380,4222,Active,Annual,Paid,A037
P0960,C0389,PN000960,Vehicle,2024-01-01,2025-01-01,40317,842880,4784,Active,Annual,Paid,A060
P0961,C0260,PN000961,Life,2024-01-01,2025-01-01,7833,948797,1170,Active,Annual,Paid,A017
P0962,C0503,PN000962,Vehicle,2024-01-01,2025-01-01,14277,135354,9319,Active,Annual,Paid,A016
P0963,C0287,PN000963,Life,2024-01-01,2025-01-01,5418,646262,1152,Active,Annual,Paid,A095
P0964,C0638,PN000964,Vehicle,2024-01-01,2025-01-01,49900,969682,7606,Active,Annual,Paid,A080
P0965,C0594,PN000965,Life,2024-01-01,2025-01-01,33030,632754,3092,Active,Annual,Paid,A015
P0966,C0218,PN000966,Health,2024-01-01,2025-01-01,44759,568673,8180,Active,Annual,Paid,A011
P0967,C0792,PN000967,Health,2024-01-01,2025-01-01,38534,952573,4569,Active,Annual,Paid,A010
P0968,C0111,PN000968,Health,2024-01-01,2025-01-01,16384,611720,8926,Active,Annual,Paid,A005
P0969,C0271,PN000969,Property,2024-01-01,2025-01-01,44219,421153,7997,Active,Annual,Paid,A087
P0970,C0716,PN000970,Life,2024-01-01,2025-01-01,6042,690723,7620,Active,Annual,Paid,A078
P0971,C0374,PN000971,Life,2024-01-01,2025-01-01,19846,940103,9308,Active,Annual,Paid,A063
P0972,C0789,PN000972,Life,2024-01-01,2025-01-01,16497,827741,1284,Active,Annual,Paid,A041
P0973,C0094,PN000973,Life,2024-01-01,2025-01-01,22668,588166,7376,Active,Annual,Paid,A049
P0974,C0238,PN000974,Vehicle,2024-01-01,2025-01-01,33500,266179,2548,Active,Annual,Paid,A041
P0975,C0176,PN000975,Health,2024-01-01,2025-01-01,33776,285342,3103,Active,Annual,Paid,A073
P0976,C0021,PN000976,Life,2024-01-01,2025-01-01,17658,108658,5869,Active,Annual,Paid,A085
P0977,C0065,PN000977,Health,2024-01-01,2025-01-01,16827,745260,6120,Active,Annual,Paid,A028
P0978,C0264,PN000978,Health,2024-01-01,2025-01-01,26594,804319,8853,Active,Annual,Paid,A080
P0979,C0346,PN000979,Health,2024-01-01,2025-01-01,42888,935784,6922,Active,Annual,Paid,A047
P0980,C0282,PN000980,Vehicle,2024-01-01,2025-01-01,26005,145576,4901,Active,Annual,Paid,A065
P0981,C0071,PN000981,Health,2024-01-01,2025-01-01,37250,611107,6798,Active,Annual,Paid,A039
P0982,C0202,PN000982,Property,2024-01-01,2025-01-01,18205,334336,3828,Active,Annual,Paid,A073
P0983,C0245,PN000983,Vehicle,2024-01-01,2025-01-01,7826,956374,4188,Active,Annual,Paid,A059
P0984,C0664,PN000984,Life,2024-01-01,2025-01-01,20974,306752,9196,Active,Annual,Paid,A077
P0985,C0147,PN000985,Health,2024-01-01,2025-01-01,22678,183876,1269,Active,Annual,Paid,A025
P0986,C0723,PN000986,Life,2024-01-01,2025-01-01,39602,969675,1017,Active,Annual,Paid,A071
P0987,C0732,PN000987,Health,2024-01-01,2025-01-01,9848,392729,3925,Active,Annual,Paid,A099
P0988,C0550,PN000988,Property,2024-01-01,2025-01-01,17599,968796,5765,Active,Annual,Paid,A013
P0989,C0401,PN000989,Life,2024-01-01,2025-01-01,44639,146727,7687,Active,Annual,Paid,A066
P0990,C0428,PN000990,Property,2024-01-01,2025-01-01,44818,634892,5560,Active,Annual,Paid,A023
P0991,C0717,PN000991,Vehicle,2024-01-01,2025-01-01,6978,364276,2093,Active,Annual,Paid,A089
P0992,C0780,PN000992,Vehicle,2024-01-01,2025-01-01,33582,517953,5291,Active,Annual,Paid,A060
P0993,C0101,PN000993,Vehicle,2024-01-01,2025-01-01,26542,191516,1374,Active,Annual,Paid,A025
P0994,C0192,PN000994,Health,2024-01-01,2025-01-01,20182,224677,5662,Active,Annual,Paid,A073
P0995,C0378,PN000995,Health,2024-01-01,2025-01-01,25524,126527,4104,Active,Annual,Paid,A015
P0996,C0202,PN000996,Life,2024-01-01,2025-01-01,38557,115362,7289,Active,Annual,Paid,A093
P0997,C0290,PN000997,Property,2024-01-01,2025-01-01,14569,837479,1638,Active,Annual,Paid,A035
P0998,C0617,PN000998,Property,2024-01-01,2025-01-01,35817,107607,9954,Active,Annual,Paid,A052
P0999,C0202,PN000999,Life,2024-01-01,2025-01-01,34801,252552,3969,Active,Annual,Paid,A015
P1000,C0488,PN001000,Health,2024-01-01,2025-01-01,43017,231203,6427,Active,Annual,Paid,A029
