Claim_ID,Policy_ID,Claim_Date,Incident_Date,Claim_Type,Claim_Channel,Claim_Amount,Estimated_Loss,Claim_Status,Claim_Priority,Documents_Submitted,Surveyor_Assigned,Fraud_Flag,Fraud_Score,Settlement_Amount,Settlement_Days,Approval_Date,Rejection_Reason,Hospital_Garage_Name,Incident_City,Incident_State
CL01473,P0330,2025-01-01,2024-12-20,Theft,Online,94712,85240,Approved,Medium,Yes,Yes,Yes,2,94712,47,2025-01-10,,City Garage,Hyderabad,TS
CL01474,P0821,2025-01-01,2024-12-20,Medical,Online,112695,101425,Approved,Low,Yes,Yes,No,40,112695,15,2025-01-10,,City Garage,Hyderabad,TS
CL01475,P0279,2025-01-01,2024-12-20,Theft,Online,101674,91506, approved ,High,Yes,Yes,Yes,18,,56,2025-01-10,,City Garage,Hyderabad,TS
CL01476,P0948,2025-01-01,2024-12-20,Fire,Online,94129,84716,Rejected,Medium,Yes,Yes,No,97,,47,2025-01-10,,Apollo,Hyderabad,TS
CL01477,P0790,2025-01-01,2024-12-20,Medical,Online,283856,255470,Rejected,High,Yes,Yes,No,92,,29,2025-01-10,,Apollo,Hyderabad,TS
CL01478,P0760,2025-01-01,2024-12-20,Fire,Online,449159,404243,Approved,High,Yes,Yes,No,20,449159,35,2025-01-10,,Apollo,Hyderabad,TS
CL01479,P0126,2025-01-01,2024-12-20,Accident,Online,418881,376992, approved ,Medium,Yes,Yes,Yes,50,,16,2025-01-10,,City Garage,Hyderabad,TS
CL01480,P0307,2025-01-01,2024-12-20,Accident,Online,77054,69348,Rejected,Medium,Yes,Yes,No,39,,42,2025-01-10,,Apollo,Hyderabad,TS
CL01481,P0244,2025-01-01,2024-12-20,Fire,Online,421142,379027, approved ,Medium,Yes,Yes,No,79,,49,2025-01-10,,City Garage,Hyderabad,TS
CL01482,P0269,2025-01-01,2024-12-20,Theft,Online,155938,140344,Approved,High,Yes,Yes,No,20,155938,36,2025-01-10,,Apollo,Hyderabad,TS
CL01483,P0679,2025-01-01,2024-12-20,Theft,Online,247039,222335,Pending,Low,Yes,Yes,No,23,,47,2025-01-10,,Apollo,Hyderabad,TS
CL01484,P0646,2025-01-01,2024-12-20,Medical,Online,316222,284599, approved ,Low,Yes,Yes,Yes,92,,40,2025-01-10,,Apollo,Hyderabad,TS
CL01485,P0137,2025-01-01,2024-12-20,Accident,Online,462364,416127,Pending,High,Yes,Yes,Yes,39,,17,2025-01-10,,City Garage,Hyderabad,TS
CL01486,P0509,2025-01-01,2024-12-20,Fire,Online,439463,395516,Approved,High,Yes,Yes,No,8,439463,21,2025-01-10,,City Garage,Hyderabad,TS
CL01487,P0008,2025-01-01,2024-12-20,Accident,Online,401832,361648, approved ,High,Yes,Yes,Yes,39,,38,2025-01-10,,City Garage,Hyderabad,TS
CL01488,P0692,2025-01-01,2024-12-20,Fire,Online,294366,264929, approved ,Low,Yes,Yes,No,29,,53,2025-01-10,,Apollo,Hyderabad,TS
CL01489,P0744,2025-01-01,2024-12-20,Accident,Online,72954,65658,Approved,Medium,Yes,Yes,Yes,26,72954,32,2025-01-10,,Apollo,Hyderabad,TS
CL01490,P0662,2025-01-01,2024-12-20,Fire,Online,38856,34970,Approved,Low,Yes,Yes,Yes,22,38856,19,2025-01-10,,Apollo,Hyderabad,TS
CL01491,P0441,2025-01-01,2024-12-20,Theft,Online,144372,129934, approved ,High,Yes,Yes,Yes,12,,51,2025-01-10,,Apollo,Hyderabad,TS
CL01492,P0959,2025-01-01,2024-12-20,Fire,Online,116181,104562, approved ,Medium,Yes,Yes,Yes,49,,50,2025-01-10,,City Garage,Hyderabad,TS
CL01493,P0884,2025-01-01,2024-12-20,Accident,Online,298203,268382, approved ,High,Yes,Yes,No,78,,8,2025-01-10,,Apollo,Hyderabad,TS
CL01494,P0081,2025-01-01,2024-12-20,Fire,Online,150283,135254, approved ,Medium,Yes,Yes,Yes,68,,43,2025-01-10,,City Garage,Hyderabad,TS
CL01495,P0760,2025-01-01,2024-12-20,Theft,Online,166375,149737, approved ,Medium,Yes,Yes,No,3,,60,2025-01-10,,City Garage,Hyderabad,TS
CL01496,P0608,2025-01-01,2024-12-20,Theft,Online,6903,6212,Rejected,Low,Yes,Yes,No,91,,59,2025-01-10,,Apollo,Hyderabad,TS
CL01497,P0265,2025-01-01,2024-12-20,Fire,Online,47061,42354, approved ,Medium,Yes,Yes,No,80,,21,2025-01-10,,City Garage,Hyderabad,TS
CL01498,P0063,2025-01-01,2024-12-20,Accident,Online,73653,66287, approved ,Low,Yes,Yes,Yes,65,,15,2025-01-10,,Apollo,Hyderabad,TS
CL01499,P0618,2025-01-01,2024-12-20,Theft,Online,280744,252669, approved ,High,Yes,Yes,Yes,83,,60,2025-01-10,,City Garage,Hyderabad,TS
CL01500,P0201,2025-01-01,2024-12-20,Medical,Online,442086,397877, approved ,Low,Yes,Yes,Yes,72,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01501,P0499,2025-01-01,2024-12-20,Medical,Online,420025,378022,Rejected,Low,Yes,Yes,No,88,,32,2025-01-10,,Apollo,Hyderabad,TS
CL01502,P0364,2025-01-01,2024-12-20,Medical,Online,6428,5785, approved ,High,Yes,Yes,No,29,,57,2025-01-10,,City Garage,Hyderabad,TS
CL01503,P0894,2025-01-01,2024-12-20,Theft,Online,387118,348406, approved ,High,Yes,Yes,No,88,,18,2025-01-10,,City Garage,Hyderabad,TS
CL01504,P0139,2025-01-01,2024-12-20,Fire,Online,294228,264805,Rejected,Low,Yes,Yes,Yes,59,,4,2025-01-10,,City Garage,Hyderabad,TS
CL01505,P0431,2025-01-01,2024-12-20,Accident,Online,337323,303590,Pending,High,Yes,Yes,No,30,,8,2025-01-10,,City Garage,Hyderabad,TS
CL01506,P0772,2025-01-01,2024-12-20,Theft,Online,398559,358703, approved ,Low,Yes,Yes,Yes,52,,51,2025-01-10,,Apollo,Hyderabad,TS
CL01507,P0320,2025-01-01,2024-12-20,Medical,Online,14846,13361,Rejected,High,Yes,Yes,No,63,,40,2025-01-10,,Apollo,Hyderabad,TS
CL01508,P0018,2025-01-01,2024-12-20,Theft,Online,34705,31234,Rejected,High,Yes,Yes,Yes,51,,14,2025-01-10,,Apollo,Hyderabad,TS
CL01509,P0669,2025-01-01,2024-12-20,Fire,Online,166901,150210,Rejected,High,Yes,Yes,Yes,81,,49,2025-01-10,,City Garage,Hyderabad,TS
CL01510,P0193,2025-01-01,2024-12-20,Fire,Online,127908,115117, approved ,Medium,Yes,Yes,Yes,83,,49,2025-01-10,,Apollo,Hyderabad,TS
CL01511,P0016,2025-01-01,2024-12-20,Fire,Online,448933,404039,Rejected,Low,Yes,Yes,No,74,,44,2025-01-10,,Apollo,Hyderabad,TS
CL01512,P0475,2025-01-01,2024-12-20,Medical,Online,463443,417098, approved ,High,Yes,Yes,Yes,94,,24,2025-01-10,,Apollo,Hyderabad,TS
CL01513,P0432,2025-01-01,2024-12-20,Accident,Online,10678,9610, approved ,High,Yes,Yes,Yes,8,,28,2025-01-10,,City Garage,Hyderabad,TS
CL01514,P0836,2025-01-01,2024-12-20,Fire,Online,439339,395405,Rejected,Medium,Yes,Yes,Yes,91,,25,2025-01-10,,City Garage,Hyderabad,TS
CL01515,P0842,2025-01-01,2024-12-20,Theft,Online,414299,372869,Pending,High,Yes,Yes,Yes,54,,6,2025-01-10,,Apollo,Hyderabad,TS
CL01516,P0719,2025-01-01,2024-12-20,Fire,Online,382088,343879, approved ,High,Yes,Yes,Yes,61,,44,2025-01-10,,Apollo,Hyderabad,TS
CL01517,P0605,2025-01-01,2024-12-20,Accident,Online,441375,397237,Approved,High,Yes,Yes,Yes,38,441375,60,2025-01-10,,Apollo,Hyderabad,TS
CL01518,P0383,2025-01-01,2024-12-20,Accident,Online,459217,413295,Rejected,High,Yes,Yes,No,59,,49,2025-01-10,,City Garage,Hyderabad,TS
CL01519,P0478,2025-01-01,2024-12-20,Fire,Online,420417,378375,Pending,Low,Yes,Yes,No,73,,22,2025-01-10,,Apollo,Hyderabad,TS
CL01520,P0648,2025-01-01,2024-12-20,Accident,Online,300881,270792,Approved,Low,Yes,Yes,No,84,300881,3,2025-01-10,,Apollo,Hyderabad,TS
CL01521,P0100,2025-01-01,2024-12-20,Theft,Online,215371,193833,Approved,Low,Yes,Yes,Yes,27,215371,31,2025-01-10,,City Garage,Hyderabad,TS
CL01522,P0254,2025-01-01,2024-12-20,Medical,Online,196443,176798, approved ,High,Yes,Yes,No,54,,3,2025-01-10,,Apollo,Hyderabad,TS
CL01523,P0399,2025-01-01,2024-12-20,Theft,Online,102776,92498,Approved,High,Yes,Yes,No,14,102776,19,2025-01-10,,Apollo,Hyderabad,TS
CL01524,P0209,2025-01-01,2024-12-20,Theft,Online,72997,65697, approved ,Medium,Yes,Yes,No,10,,5,2025-01-10,,Apollo,Hyderabad,TS
CL01525,P0031,2025-01-01,2024-12-20,Medical,Online,269262,242335,Rejected,Medium,Yes,Yes,No,87,,18,2025-01-10,,Apollo,Hyderabad,TS
CL01526,P0519,2025-01-01,2024-12-20,Theft,Online,448854,403968, approved ,High,Yes,Yes,No,100,,18,2025-01-10,,Apollo,Hyderabad,TS
CL01527,P0781,2025-01-01,2024-12-20,Medical,Online,297810,268029, approved ,Medium,Yes,Yes,Yes,25,,15,2025-01-10,,Apollo,Hyderabad,TS
CL01528,P0188,2025-01-01,2024-12-20,Fire,Online,459799,413819,Approved,Medium,Yes,Yes,Yes,25,459799,52,2025-01-10,,Apollo,Hyderabad,TS
CL01529,P0284,2025-01-01,2024-12-20,Accident,Online,226898,204208,Approved,Medium,Yes,Yes,Yes,52,226898,28,2025-01-10,,City Garage,Hyderabad,TS
CL01530,P0563,2025-01-01,2024-12-20,Fire,Online,147427,132684,Rejected,Low,Yes,Yes,Yes,62,,51,2025-01-10,,City Garage,Hyderabad,TS
CL01531,P0824,2025-01-01,2024-12-20,Accident,Online,111890,100701,Pending,Medium,Yes,Yes,No,18,,35,2025-01-10,,Apollo,Hyderabad,TS
CL01532,P0992,2025-01-01,2024-12-20,Accident,Online,352309,317078,Approved,Low,Yes,Yes,No,70,352309,39,2025-01-10,,Apollo,Hyderabad,TS
CL01533,P0842,2025-01-01,2024-12-20,Medical,Online,201111,180999,Pending,Low,Yes,Yes,No,62,,14,2025-01-10,,City Garage,Hyderabad,TS
CL01534,P0890,2025-01-01,2024-12-20,Theft,Online,115614,104052,Rejected,High,Yes,Yes,No,69,,60,2025-01-10,,City Garage,Hyderabad,TS
CL01535,P0759,2025-01-01,2024-12-20,Fire,Online,311164,280047, approved ,High,Yes,Yes,Yes,14,,18,2025-01-10,,City Garage,Hyderabad,TS
CL01536,P0037,2025-01-01,2024-12-20,Accident,Online,352291,317061, approved ,Low,Yes,Yes,Yes,42,,44,2025-01-10,,City Garage,Hyderabad,TS
CL01537,P0085,2025-01-01,2024-12-20,Medical,Online,283461,255114,Rejected,High,Yes,Yes,No,9,,11,2025-01-10,,City Garage,Hyderabad,TS
CL01538,P0804,2025-01-01,2024-12-20,Theft,Online,179531,161577,Approved,High,Yes,Yes,No,21,179531,4,2025-01-10,,City Garage,Hyderabad,TS
CL01539,P0539,2025-01-01,2024-12-20,Fire,Online,333532,300178,Pending,High,Yes,Yes,Yes,12,,27,2025-01-10,,Apollo,Hyderabad,TS
CL01540,P0076,2025-01-01,2024-12-20,Accident,Online,249272,224344, approved ,Medium,Yes,Yes,Yes,93,,31,2025-01-10,,Apollo,Hyderabad,TS
CL01541,P0296,2025-01-01,2024-12-20,Accident,Online,488731,439857,Rejected,Medium,Yes,Yes,No,15,,42,2025-01-10,,Apollo,Hyderabad,TS
CL01542,P0358,2025-01-01,2024-12-20,Fire,Online,8084,7275, approved ,Medium,Yes,Yes,No,49,,8,2025-01-10,,Apollo,Hyderabad,TS
CL01543,P0972,2025-01-01,2024-12-20,Medical,Online,115470,103923, approved ,Medium,Yes,Yes,No,12,,15,2025-01-10,,City Garage,Hyderabad,TS
CL01544,P0380,2025-01-01,2024-12-20,Medical,Online,6687,6018,Approved,Low,Yes,Yes,Yes,84,6687,5,2025-01-10,,Apollo,Hyderabad,TS
CL01545,P0242,2025-01-01,2024-12-20,Medical,Online,211476,190328,Approved,Medium,Yes,Yes,No,90,211476,38,2025-01-10,,City Garage,Hyderabad,TS
CL01546,P0297,2025-01-01,2024-12-20,Fire,Online,95267,85740,Approved,Low,Yes,Yes,No,21,95267,10,2025-01-10,,Apollo,Hyderabad,TS
CL01547,P0076,2025-01-01,2024-12-20,Accident,Online,300436,270392,Rejected,Medium,Yes,Yes,Yes,74,,60,2025-01-10,,City Garage,Hyderabad,TS
CL01548,P0896,2025-01-01,2024-12-20,Medical,Online,453602,408241,Pending,High,Yes,Yes,Yes,41,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01549,P0154,2025-01-01,2024-12-20,Fire,Online,468943,422048, approved ,Medium,Yes,Yes,No,84,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01550,P0931,2025-01-01,2024-12-20,Fire,Online,280073,252065, approved ,High,Yes,Yes,Yes,52,,53,2025-01-10,,Apollo,Hyderabad,TS
CL01551,P0863,2025-01-01,2024-12-20,Medical,Online,82951,74655, approved ,Medium,Yes,Yes,No,73,,41,2025-01-10,,Apollo,Hyderabad,TS
CL01552,P0014,2025-01-01,2024-12-20,Accident,Online,296416,266774, approved ,Low,Yes,Yes,Yes,78,,2,2025-01-10,,City Garage,Hyderabad,TS
CL01553,P0732,2025-01-01,2024-12-20,Accident,Online,40529,36476, approved ,Medium,Yes,Yes,Yes,25,,37,2025-01-10,,City Garage,Hyderabad,TS
CL01554,P0174,2025-01-01,2024-12-20,Medical,Online,330203,297182,Pending,Medium,Yes,Yes,No,88,,39,2025-01-10,,City Garage,Hyderabad,TS
CL01555,P0799,2025-01-01,2024-12-20,Medical,Online,187960,169164,Rejected,High,Yes,Yes,No,76,,2,2025-01-10,,City Garage,Hyderabad,TS
CL01556,P0258,2025-01-01,2024-12-20,Fire,Online,319530,287577,Rejected,High,Yes,Yes,Yes,52,,14,2025-01-10,,City Garage,Hyderabad,TS
CL01557,P0588,2025-01-01,2024-12-20,Fire,Online,462355,416119, approved ,Medium,Yes,Yes,No,9,,28,2025-01-10,,Apollo,Hyderabad,TS
CL01558,P0252,2025-01-01,2024-12-20,Medical,Online,15475,13927,Pending,Medium,Yes,Yes,No,18,,30,2025-01-10,,Apollo,Hyderabad,TS
CL01559,P0003,2025-01-01,2024-12-20,Theft,Online,195012,175510,Rejected,Low,Yes,Yes,Yes,85,,23,2025-01-10,,City Garage,Hyderabad,TS
CL01560,P0888,2025-01-01,2024-12-20,Theft,Online,142150,127935, approved ,Medium,Yes,Yes,Yes,49,,18,2025-01-10,,Apollo,Hyderabad,TS
CL01561,P0812,2025-01-01,2024-12-20,Theft,Online,85809,77228, approved ,Low,Yes,Yes,Yes,57,,16,2025-01-10,,Apollo,Hyderabad,TS
CL01562,P0787,2025-01-01,2024-12-20,Accident,Online,274704,247233, approved ,High,Yes,Yes,No,28,,57,2025-01-10,,City Garage,Hyderabad,TS
CL01563,P0381,2025-01-01,2024-12-20,Theft,Online,197509,177758, approved ,Low,Yes,Yes,Yes,87,,2,2025-01-10,,Apollo,Hyderabad,TS
CL01564,P0802,2025-01-01,2024-12-20,Theft,Online,339177,305259,Approved,Medium,Yes,Yes,No,75,339177,35,2025-01-10,,Apollo,Hyderabad,TS
CL01565,P0695,2025-01-01,2024-12-20,Theft,Online,109388,98449,Pending,Medium,Yes,Yes,No,76,,20,2025-01-10,,Apollo,Hyderabad,TS
CL01566,P0527,2025-01-01,2024-12-20,Fire,Online,471259,424133, approved ,High,Yes,Yes,Yes,5,,60,2025-01-10,,Apollo,Hyderabad,TS
CL01567,P0245,2025-01-01,2024-12-20,Theft,Online,224565,202108,Pending,High,Yes,Yes,Yes,41,,16,2025-01-10,,Apollo,Hyderabad,TS
CL01568,P0158,2025-01-01,2024-12-20,Medical,Online,416942,375247,Approved,High,Yes,Yes,Yes,36,416942,43,2025-01-10,,City Garage,Hyderabad,TS
CL01569,P0930,2025-01-01,2024-12-20,Fire,Online,33672,30304,Approved,Low,Yes,Yes,No,67,33672,36,2025-01-10,,Apollo,Hyderabad,TS
CL01570,P0711,2025-01-01,2024-12-20,Medical,Online,337745,303970, approved ,Medium,Yes,Yes,No,43,,59,2025-01-10,,City Garage,Hyderabad,TS
CL01571,P0995,2025-01-01,2024-12-20,Medical,Online,426116,383504, approved ,High,Yes,Yes,No,5,,34,2025-01-10,,Apollo,Hyderabad,TS
CL01572,P0650,2025-01-01,2024-12-20,Accident,Online,306836,276152,Pending,High,Yes,Yes,No,86,,10,2025-01-10,,Apollo,Hyderabad,TS
CL01573,P0087,2025-01-01,2024-12-20,Fire,Online,313496,282146,Rejected,Medium,Yes,Yes,No,77,,46,2025-01-10,,City Garage,Hyderabad,TS
CL01574,P0847,2025-01-01,2024-12-20,Accident,Online,325943,293348,Rejected,Medium,Yes,Yes,Yes,2,,37,2025-01-10,,Apollo,Hyderabad,TS
CL01575,P0048,2025-01-01,2024-12-20,Medical,Online,243393,219053,Rejected,Low,Yes,Yes,No,42,,25,2025-01-10,,City Garage,Hyderabad,TS
CL01576,P0550,2025-01-01,2024-12-20,Theft,Online,480001,432000,Rejected,Medium,Yes,Yes,Yes,36,,51,2025-01-10,,City Garage,Hyderabad,TS
CL01577,P0617,2025-01-01,2024-12-20,Fire,Online,29958,26962, approved ,High,Yes,Yes,Yes,73,,31,2025-01-10,,Apollo,Hyderabad,TS
CL01578,P0253,2025-01-01,2024-12-20,Theft,Online,278498,250648,Pending,Low,Yes,Yes,Yes,12,,45,2025-01-10,,City Garage,Hyderabad,TS
CL01579,P0045,2025-01-01,2024-12-20,Medical,Online,90321,81288,Approved,High,Yes,Yes,Yes,48,90321,13,2025-01-10,,City Garage,Hyderabad,TS
CL01580,P0059,2025-01-01,2024-12-20,Accident,Online,50273,45245, approved ,High,Yes,Yes,Yes,58,,7,2025-01-10,,City Garage,Hyderabad,TS
CL01581,P0557,2025-01-01,2024-12-20,Fire,Online,90129,81116,Rejected,High,Yes,Yes,Yes,18,,6,2025-01-10,,City Garage,Hyderabad,TS
CL01582,P0909,2025-01-01,2024-12-20,Medical,Online,145140,130626,Pending,Medium,Yes,Yes,No,19,,44,2025-01-10,,City Garage,Hyderabad,TS
CL01583,P0040,2025-01-01,2024-12-20,Fire,Online,245637,221073, approved ,Low,Yes,Yes,Yes,83,,23,2025-01-10,,Apollo,Hyderabad,TS
CL01584,P0124,2025-01-01,2024-12-20,Theft,Online,163801,147420,Approved,High,Yes,Yes,Yes,11,163801,42,2025-01-10,,Apollo,Hyderabad,TS
CL01585,P0428,2025-01-01,2024-12-20,Accident,Online,47603,42842,Approved,Medium,Yes,Yes,No,85,47603,32,2025-01-10,,Apollo,Hyderabad,TS
CL01586,P0971,2025-01-01,2024-12-20,Medical,Online,49956,44960,Rejected,Medium,Yes,Yes,Yes,71,,3,2025-01-10,,Apollo,Hyderabad,TS
CL01587,P0692,2025-01-01,2024-12-20,Accident,Online,257319,231587, approved ,Medium,Yes,Yes,Yes,27,,42,2025-01-10,,Apollo,Hyderabad,TS
CL01588,P0553,2025-01-01,2024-12-20,Accident,Online,184938,166444,Approved,Medium,Yes,Yes,No,17,184938,50,2025-01-10,,Apollo,Hyderabad,TS
CL01589,P0289,2025-01-01,2024-12-20,Accident,Online,162294,146064,Approved,Low,Yes,Yes,No,15,162294,44,2025-01-10,,Apollo,Hyderabad,TS
CL01590,P0601,2025-01-01,2024-12-20,Fire,Online,348615,313753, approved ,Low,Yes,Yes,No,92,,22,2025-01-10,,Apollo,Hyderabad,TS
CL01591,P0117,2025-01-01,2024-12-20,Medical,Online,428080,385272, approved ,Low,Yes,Yes,Yes,68,,55,2025-01-10,,Apollo,Hyderabad,TS
CL01592,P0572,2025-01-01,2024-12-20,Accident,Online,294949,265454,Approved,Medium,Yes,Yes,Yes,14,294949,59,2025-01-10,,City Garage,Hyderabad,TS
CL01593,P0154,2025-01-01,2024-12-20,Accident,Online,250666,225599,Approved,High,Yes,Yes,No,18,250666,21,2025-01-10,,City Garage,Hyderabad,TS
CL01594,P0962,2025-01-01,2024-12-20,Medical,Online,169714,152742, approved ,Low,Yes,Yes,No,28,,13,2025-01-10,,Apollo,Hyderabad,TS
CL01595,P0835,2025-01-01,2024-12-20,Fire,Online,396923,357230,Approved,Medium,Yes,Yes,Yes,28,396923,21,2025-01-10,,City Garage,Hyderabad,TS
CL01596,P0443,2025-01-01,2024-12-20,Medical,Online,143039,128735, approved ,Low,Yes,Yes,Yes,90,,27,2025-01-10,,City Garage,Hyderabad,TS
CL01597,P0398,2025-01-01,2024-12-20,Accident,Online,54062,48655,Approved,Medium,Yes,Yes,Yes,26,54062,5,2025-01-10,,City Garage,Hyderabad,TS
CL01598,P0923,2025-01-01,2024-12-20,Fire,Online,59979,53981,Pending,Medium,Yes,Yes,No,95,,56,2025-01-10,,City Garage,Hyderabad,TS
CL01599,P0368,2025-01-01,2024-12-20,Theft,Online,181871,163683, approved ,Low,Yes,Yes,No,23,,39,2025-01-10,,City Garage,Hyderabad,TS
CL01600,P0784,2025-01-01,2024-12-20,Accident,Online,359924,323931,Pending,Low,Yes,Yes,Yes,85,,1,2025-01-10,,Apollo,Hyderabad,TS
CL01601,P0248,2025-01-01,2024-12-20,Theft,Online,309231,278307,Approved,Medium,Yes,Yes,No,78,309231,28,2025-01-10,,City Garage,Hyderabad,TS
CL01602,P0965,2025-01-01,2024-12-20,Medical,Online,303019,272717,Pending,Medium,Yes,Yes,Yes,83,,12,2025-01-10,,Apollo,Hyderabad,TS
CL01603,P0234,2025-01-01,2024-12-20,Fire,Online,361111,324999,Pending,High,Yes,Yes,Yes,77,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01604,P0681,2025-01-01,2024-12-20,Theft,Online,208252,187426,Rejected,Low,Yes,Yes,No,81,,43,2025-01-10,,City Garage,Hyderabad,TS
CL01605,P0126,2025-01-01,2024-12-20,Medical,Online,494720,445248,Rejected,Medium,Yes,Yes,No,11,,37,2025-01-10,,Apollo,Hyderabad,TS
CL01606,P0366,2025-01-01,2024-12-20,Accident,Online,411040,369936,Pending,Low,Yes,Yes,No,59,,53,2025-01-10,,City Garage,Hyderabad,TS
CL01607,P0521,2025-01-01,2024-12-20,Fire,Online,455626,410063,Rejected,High,Yes,Yes,No,51,,40,2025-01-10,,Apollo,Hyderabad,TS
CL01608,P0307,2025-01-01,2024-12-20,Accident,Online,450041,405036, approved ,Medium,Yes,Yes,No,97,,43,2025-01-10,,City Garage,Hyderabad,TS
CL01609,P0538,2025-01-01,2024-12-20,Accident,Online,113490,102141,Approved,Medium,Yes,Yes,No,63,113490,45,2025-01-10,,Apollo,Hyderabad,TS
CL01610,P0141,2025-01-01,2024-12-20,Fire,Online,155826,140243, approved ,Low,Yes,Yes,No,22,,11,2025-01-10,,City Garage,Hyderabad,TS
CL01611,P0670,2025-01-01,2024-12-20,Fire,Online,43845,39460,Approved,Medium,Yes,Yes,No,68,43845,21,2025-01-10,,City Garage,Hyderabad,TS
CL01612,P0441,2025-01-01,2024-12-20,Fire,Online,43633,39269,Rejected,Medium,Yes,Yes,No,68,,31,2025-01-10,,City Garage,Hyderabad,TS
CL01613,P0074,2025-01-01,2024-12-20,Medical,Online,173506,156155,Approved,Low,Yes,Yes,No,91,173506,16,2025-01-10,,City Garage,Hyderabad,TS
CL01614,P0894,2025-01-01,2024-12-20,Theft,Online,446661,401994, approved ,Low,Yes,Yes,No,62,,47,2025-01-10,,Apollo,Hyderabad,TS
CL01615,P0398,2025-01-01,2024-12-20,Theft,Online,452578,407320,Approved,Medium,Yes,Yes,Yes,50,452578,55,2025-01-10,,City Garage,Hyderabad,TS
CL01616,P0173,2025-01-01,2024-12-20,Fire,Online,239972,215974, approved ,High,Yes,Yes,Yes,54,,9,2025-01-10,,Apollo,Hyderabad,TS
CL01617,P0749,2025-01-01,2024-12-20,Theft,Online,205194,184674, approved ,Medium,Yes,Yes,Yes,48,,19,2025-01-10,,Apollo,Hyderabad,TS
CL01618,P0293,2025-01-01,2024-12-20,Medical,Online,146633,131969, approved ,High,Yes,Yes,No,61,,33,2025-01-10,,Apollo,Hyderabad,TS
CL01619,P0409,2025-01-01,2024-12-20,Medical,Online,192463,173216,Rejected,Medium,Yes,Yes,Yes,38,,15,2025-01-10,,Apollo,Hyderabad,TS
CL01620,P0008,2025-01-01,2024-12-20,Accident,Online,358780,322902,Rejected,High,Yes,Yes,Yes,76,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01621,P0870,2025-01-01,2024-12-20,Fire,Online,187402,168661,Rejected,Medium,Yes,Yes,No,76,,47,2025-01-10,,Apollo,Hyderabad,TS
CL01622,P0768,2025-01-01,2024-12-20,Accident,Online,495213,445691,Rejected,High,Yes,Yes,Yes,88,,35,2025-01-10,,Apollo,Hyderabad,TS
CL01623,P0547,2025-01-01,2024-12-20,Fire,Online,389944,350949, approved ,Medium,Yes,Yes,Yes,64,,41,2025-01-10,,City Garage,Hyderabad,TS
CL01624,P0193,2025-01-01,2024-12-20,Theft,Online,131405,118264, approved ,High,Yes,Yes,Yes,40,,13,2025-01-10,,Apollo,Hyderabad,TS
CL01625,P0848,2025-01-01,2024-12-20,Fire,Online,285556,257000,Rejected,Medium,Yes,Yes,Yes,15,,36,2025-01-10,,City Garage,Hyderabad,TS
CL01626,P0154,2025-01-01,2024-12-20,Fire,Online,199853,179867,Pending,Low,Yes,Yes,No,0,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01627,P0810,2025-01-01,2024-12-20,Accident,Online,65614,59052,Approved,Low,Yes,Yes,Yes,23,65614,23,2025-01-10,,Apollo,Hyderabad,TS
CL01628,P0290,2025-01-01,2024-12-20,Theft,Online,101975,91777,Pending,Low,Yes,Yes,Yes,35,,40,2025-01-10,,Apollo,Hyderabad,TS
CL01629,P0898,2025-01-01,2024-12-20,Theft,Online,401234,361110, approved ,High,Yes,Yes,No,33,,25,2025-01-10,,City Garage,Hyderabad,TS
CL01630,P0381,2025-01-01,2024-12-20,Fire,Online,60317,54285,Approved,High,Yes,Yes,No,80,60317,5,2025-01-10,,Apollo,Hyderabad,TS
CL01631,P0903,2025-01-01,2024-12-20,Medical,Online,370711,333639,Pending,Low,Yes,Yes,No,78,,25,2025-01-10,,Apollo,Hyderabad,TS
CL01632,P0194,2025-01-01,2024-12-20,Accident,Online,319297,287367, approved ,Medium,Yes,Yes,Yes,27,,13,2025-01-10,,Apollo,Hyderabad,TS
CL01633,P0902,2025-01-01,2024-12-20,Medical,Online,332035,298831,Approved,Low,Yes,Yes,No,58,332035,24,2025-01-10,,City Garage,Hyderabad,TS
CL01634,P0990,2025-01-01,2024-12-20,Theft,Online,99051,89145,Pending,Low,Yes,Yes,No,53,,5,2025-01-10,,Apollo,Hyderabad,TS
CL01635,P0135,2025-01-01,2024-12-20,Medical,Online,202030,181827,Pending,High,Yes,Yes,No,79,,57,2025-01-10,,Apollo,Hyderabad,TS
CL01636,P0090,2025-01-01,2024-12-20,Fire,Online,303420,273078, approved ,Medium,Yes,Yes,No,7,,20,2025-01-10,,Apollo,Hyderabad,TS
CL01637,P0213,2025-01-01,2024-12-20,Theft,Online,113584,102225,Rejected,Low,Yes,Yes,Yes,59,,30,2025-01-10,,Apollo,Hyderabad,TS
CL01638,P0893,2025-01-01,2024-12-20,Fire,Online,99843,89858,Rejected,High,Yes,Yes,Yes,16,,59,2025-01-10,,Apollo,Hyderabad,TS
CL01639,P0745,2025-01-01,2024-12-20,Theft,Online,95893,86303,Rejected,Low,Yes,Yes,No,30,,37,2025-01-10,,Apollo,Hyderabad,TS
