Customer_ID,Customer_Name,Age,Gender,Marital_Status,Occupation,Annual_Income,City,State,Customer_Segment,Risk_Score,Previous_Claims,Previous_Fraud_Count,Customer_Since
C0775,Customer 775,18,Male,Married,Teacher,1271050,Vijayawada,AP,Premium,71,9,0,2021-08-14
C0776,Customer 776,38,Female,Married,Teacher,1912163,Vijayawada,AP,Individual,49,9,1,2024-01-04
C0777,Customer 777,65,Male,Married,Business,1260373,Visakhapatnam,TS,Individual,20,7,1,2018-03-20
C0778,Customer 778,20,Female,Married,Engineer,629794,Visakhapatnam,TS,Premium,56,7,1,2022-10-07
C0779,Customer 779,22,Female,Single,Teacher,589771,Hyderabad,TS,Premium,29,2,1,2024-07-18
C0780,Customer 780,40,Female,Single,Teacher,1874748,Hyderabad,TS,Individual,84,1,0,2020-04-09
C0781,Customer 781,54,Female,Married,Engineer,874171,Hyderabad,AP,Premium,11,5,0,2023-05-11
C0782,Customer 782,33,Female,Single,Doctor,550782,Vijayawada,AP,Individual,14,4,2,2021-06-04
C0783,Customer 783,68,Male,Married,Teacher,1170545,Visakhapatnam,AP,Individual,54,1,1,2023-03-22
C0784,Customer 784,46,Female,Single,Business,779220,Vijayawada,AP,Premium,85,6,0,2019-03-04
C0785,Customer 785,41,Female,Married,Business,1199561,Vijayawada,AP,Individual,19,3,0,2018-02-26
C0786,Customer 786,54,Male,Married,Doctor,728049,Vijayawada,AP,Individual,100,9,2,2019-08-01
C0787,Customer 787,69,Female,Single,Engineer,1393972,Vijayawada,TS,Premium,75,8,1,2019-09-28
C0788,Customer 788,51,Female,Single,Doctor,635137,Visakhapatnam,TS,Individual,70,2,1,2021-02-28
C0789,Customer 789,20,Male,Single,Business,1970665,Vijayawada,AP,Premium,75,10,1,2023-08-28
C0790,Customer 790,36,Female,Married,Doctor,731190,Vijayawada,AP,Individual,20,5,0,2022-01-14
C0791,Customer 791,21,Male,Married,Doctor,652772,Hyderabad,TS,Individual,37,5,0,2020-07-10
C0792,Customer 792,31,Female,Married,Doctor,1186637,Vijayawada,TS,Premium,100,4,0,2023-03-26
C0793,Customer 793,46,Female,Married,Teacher,1449884,Vijayawada,TS,Individual,23,10,2,2023-02-16
C0794,Customer 794,53,Female,Single,Teacher,1767328,Hyderabad,TS,Individual,84,7,0,2021-08-25
C0795,Customer 795,58,Male,Single,Doctor,679440,Visakhapatnam,AP,Premium,17,3,1,2020-08-18
C0796,Customer 796,35,Male,Married,Engineer,230244,Vijayawada,TS,Premium,15,7,2,2022-08-15
C0797,Customer 797,35,Male,Single,Doctor,1223329,Vijayawada,TS,Individual,55,6,0,2024-05-10
C0798,Customer 798,66,Female,Single,Business,791218,Vijayawada,TS,Individual,43,6,1,2019-11-29
C0799,Customer 799,46,Female,Married,Teacher,664235,Visakhapatnam,AP,Premium,86,0,0,2019-07-23
C0800,Customer 800,30,Male,Single,Business,1788806,Hyderabad,AP,Premium,61,7,0,2018-03-06
